레시피_아이디,조회수,레시피_메인이미지,유저_아이디,제목,등록일,수정일,요약,인원수,소요시간,난이도
6843565,55444,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/24/bad3590c54577e0024756301b33bcb931.jpg,jylhee070467,말린 가지나물,2016-02-24,2016-02-26,"가지는 값싸면서도 그 효능이 다양해서 사랑받는 식재료인데요. 대표적인 효능이 장기능을 강화해주는 것으로, 그래서 변비나 다이어트에도 도움이 되고, 꾸준히 섭취하면 혈압을 낮춰주는 효과도 있습니다. 또한 피를 맑게 해주어 고지혈증 예방에도 좋으며 비타민이 많아서 피로회복에도 좋습니다. 그리고 가지의 보라색 색소인 안토시아닌은 항암효과에도 좋은 것으로 알려져 있습니다. 좋은 가지는 색이 선명하고 윤기가 있는 것으로 구부러지지 않고 모양이 바른 것입니다. 구이, 절임, 볶음, 조림, 튀김 등 다양한 요리법으로 즐길 수 있는 것 또한 장점이 아닌가 싶습니다. 오늘은 말린 가지를 이용하여 말린 가지나물을 만들어 보겠습니다. 정월대보름에 해먹은 나물 포스팅을 이제야 올리게 되네요. 그럼 보시죠.",6인분 이상,10분 이내,중급
6843570,121665,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/24/c10ac032f002839e1e75c480b520a5921.jpg,dksmf2626,"치킨마요덮밥 만들기,치킨마요덮밥소스",,2016-02-24,"남편과 치킨시켜서 먹고 남은 순살후라이드치킨 !!

​

토요일날 아점으로 먹으려고 남은치킨을 통에 놔두었어요~

​

그래서 오늘 소개할 요리는

​

""치킨마요 덮밥""​",2인분,30분 이내,아무나
6843597,50082,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/18/a25393b34771c47178eac3319f3cc5201.jpg,heeya120608,초간단 코다리찌개 끓이기,2016-02-24,2016-02-24,"동태보다 손질이 쉽고 끓이기 쉬운 코다리를 이용해
시원하고 칼칼한 코다리찌개를 초간단으로 끓여봤어요^^",4인분,30분 이내,초급
6843651,81816,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/25/4a82e67472ebb80962dbb6449f19b4b01.jpg,rusolife,오삼불고기 레시피 성공100% 간단한 메인요리,2016-02-25,2016-02-25,"오삼불고기 레시피 성공 100% 간단한 메인요리

믿고따라해보세요

​

​

​저렴한 재료비로 맛있고 푸짐해보이는

사기음식 만들기 전문 요리블로거 루비씨가 왔습니다욧~~

​

오늘 만들 요리는

​오삼불고기

​

​오징어 + 삼겹살 볶음을 말하쥬~~~

​

시작해 볼께요잉 ^^",2인분,30분 이내,아무나
6843652,63640,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/25/ed6d8684d4f4cbcab060a906a3217bc91.jpg,75155461,김치송송 들어간 오징어 김치전,2016-02-25,2016-03-22,"김치에 오징어를 넣은 부침을 소개해 드리겠습니다. 누구나 손쉽게 해먹을수 있지만 잘 안 해먹게되죠? 특히 비오는 날이면 막걸리와 잘어울리는전, 아이들의 간식으로도 좋지 않나요. 꼭 소개 해 드리고 싶어요.~~^^",2인분,15분 이내,아무나
6843655,81774,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/25/8b8fdf0e1afbc2ac6de6a4c0717c52a91.jpg,wifetable,치즈닭갈비,2016-02-25,2018-02-06,매콤한 닭갈비를 치즈에 폭 찍어 먹으면 하루의 피로가 싹~ 맛있게 매워 젓가락질을 멈출수 없는 치즈닭갈비랍니다^^ 첫 한입부터 마지막 볶음밥의 매력까지! 푸짐한 치즈닭갈비로 힘 나는 하루를 만들어보세요^^,2인분,30분 이내,초급
6843662,34622,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/25/fc150350e3da2ec4811e1243171460c61.jpg,ssuii928,콩나물볶음 쉽고 간단해요~ 정월대보름 나물만들기①,2016-02-25,2016-02-25,"정월대보름엔 나물요리 먹어야하죠~
엄마에게 배운 나물볶음 레시피 공유해요!",4인분,30분 이내,초급
6843671,62288,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/24/0bc50f3668e8600165ce0c7003936f871.jpg,75155461,구수하면서 달달한 알배추 된장국,2016-02-26,2016-02-26,집근처에 싸게파는집이 있거든요. 알배추가 있더라구요. 그래서 오늘은 구수하고 맛있는 알배추 된장국을 소개할까합니다.,4인분,30분 이내,초급
6843725,112636,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/28/b2276316ffed26f40967ee752246d4211.jpg,tlsghk9088,매운돼지갈비찜 황금레시피,2016-02-27,2016-02-29,신랑생일상 메인으로 요리한 메뉴는 바로 매운돼지갈비찜. 요번에는 매운거 좋아하는 신랑입맛에 맞춰 화끈하게 만들어 보았어요.,4인분,2시간 이상,중급
6843739,207513,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/27/885dd8be3825c9b6028b4f51ee260d451.jpg,75155461,고추장으로 버물 버물 시금치나물 무침,2016-02-27,2016-02-27,오늘은 고추장과 들기름 팍팍 넣은 시금치 나물무침을 소개할까합니다.,4인분,10분 이내,아무나
6843760,68024,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/02/66fd6b8cdb1bc832bde9575be653fd5c1.jpg,tlsghk9088,닭다리 간장조림,2016-02-28,2016-03-09,닭다리간장조림은 남녀노소 누구라 할거없이 간식으로 최고이며 술안주로도 최고에요. 치킨이 먹고싶을때 집에서 요리조리 만들어 먹어도 넘 좋을것 같아요.,2인분,60분 이내,초급
6843763,31727,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/28/141eb5a479982410a2d3e96a9ad683c51.jpg,twoyeons0320,백종원 두부김치 w/ 돼지고기,2016-02-28,2016-03-21,언제먹어도 맛있는 두부김치에요.,3인분,30분 이내,초급
6843768,374681,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/28/6310caa13a2e8b002ad5f5834ae6e8451.jpg,didalsdk87,[감자수제비] 눈이 오는 날엔 포근포근 감자 수제비 만들기 -양싸,2016-02-28,2016-02-28,"오늘 눈이 펑펑 내렸지요.
이런날엔 감자 수제비나 만들어 볼까요?
포슬 포슬한 감자와 쫄깃한 수제비!
넘나 맛있는것!!!!!",2인분,30분 이내,아무나
6843829,71920,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/29/ffdee76dcc50f1a470c8fecc51da614f1.jpg,junhh1023,도토리묵무침 간단하고 스피드하게 만들어요,2016-02-29,2016-02-29,"보통 빨간양념으로 야채와 함께 무쳐내는 도토리묵무침 대신
김을 활용하여 아이들과 함께 고소하게 먹을 수 있는 간단하게 무쳐먹는 법으로 만들어봤어요",2인분,10분 이내,아무나
6843863,135253,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/01/a980998f3e4cf31b19b6c1a8c1af21d71.jpg,ocook,단호박 샐러드,,2016-03-01,"오늘은 달콤한 단호박 샐러드를 소개해드릴게요~ ㅎㅎ

아몬드와 크랜베리를 듬뿍 넣어 식감이 좋고 마요네즈를 넣어 고소함을 더했어요~^^ 식이섬유가 풍부하고 비타민 A를 함유하고있어 다이어트, 눈건강, 감기예방에 좋은 식재료지요~^^

잘 구운 소시지와 곁들여 내면 술안주로도, 아이들 간식으로도 정말 좋은 영양만점 원플레이트 요리가 된답니다~^^",4인분,30분 이내,아무나
6843882,23945,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/01/6a696918ef4bf8ec8127a33096994fd01.jpg,75126697,고구마빵 만들기~노오븐 요리,2016-03-01,2016-03-01,"고구마를 박스째 구입해서 혹시 싹이 나지 않았나요?
그냥 구워먹거나, 쪄서 먹기에 질리지 않으셨나요?
똑같은 재료지만 뭔가 색다른 고구마요리를 원하세요?
남,녀노소, 어린아이까지 폭신폭신한 고구마빵 어떠세요^^",2인분,60분 이내,아무나
6843935,94054,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/02/667276b78783d55bb719a92829c976a61.jpg,rusolife,데리야끼소스 만들기 쉽다고 전해라,2016-03-02,2016-03-02,"만능소스 데리야끼소스 집에서 만듭시다








조림요리, 구이요리 모두 잘 어울리는 데리야끼소스~
겁나게 쉬운께 요거 집에서 만들어 묵죠, 우리~~
 인간적으로다가 ㅋㅋ

대부분 집에 있는 재료들로 만들수있으니 돈도 안들어유 ㅋㅋㅋ

다 만든 데리야끼소스는 냉장고에서 한달동안 은 두고 먹을수 있응께 좋쥬???",6인분 이상,60분 이내,아무나
6843942,24792,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/02/da7b161773116e056a115b6a75e865e41.jpg,zzimizz,구수한 맛의 콩비지찌개,,2016-03-02,잘익은 김치와 고소한 돼지고기를 듬뿍넣어 끓인 콩비지찌개는 영양가 만점인것은 물론 그 맛 또한 훌륭해서 아주 든든한 한끼식사를 할 수 있답니다~,3인분,60분 이내,아무나
6843948,133961,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/02/1b0a271bc8c8a4784de7cb77a10502ed1.jpg,57684968,카스테라,2016-03-02,2016-03-04,보들보들하고 촉촉한 제과점 카스테라 뺨 때리는 카스테라 만들기입니다.,6인분 이상,90분 이내,중급
6843954,473009,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/02/828e4ba105d30d63394acf7a79503fde1.jpg,fly1733,생생정보통 닭볶음탕 황금레시피,2016-03-02,2016-03-02,"생생정보통에서 소개된 닭볶음탕 전문점 황금레시피로 요리해보았습니다.
압력솥에 후딱~하던데 저는 압력솥은 무서워서(겁많은 여자랍니다 ^^) 못쓰는 관계로 냄비에 요리했습니다. 1시간정도 요리시간을 잡으시고 진행해보세요~",3인분,60분 이내,아무나
6843961,123220,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/02/a3b6116c29e420c5256eacf851d777111.jpg,myosun83,애호박버섯볶음,2016-03-03,2016-03-04,간단하고 맛있는 애호박버섯볶음입니다.,2인분,10분 이내,아무나
6843974,37396,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/03/ad15c2b6e3e477c8272ec0d30a28201a1.jpg,pookybebe,오이게살샐러드,2016-03-03,2016-03-04,얼마전 집에 있는 재료로 간단하게 만들어 본 오이게살샐러드 별거 아닌데 은근 맛나더라구요. 자꾸 젓가락이 가게 만드는 마력이 있어요. 만드는 법도 간단하니 레시피 기억해 두셨다가 반찬이 애매하거나 특별히 사이드 메뉴가 부족할때 올려 보세요. 생오이는 절대로 안 먹는 울 신랑 요 오이샐러드는 잘 먹네요.,2인분,15분 이내,아무나
6843983,216265,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/03/7d2ff3c34f83d66cea029fdcd788ca471.jpg,dksmf2626,"[밑반찬레시피]햄감자볶음,햄감자채볶음 만드는법",,2016-03-03,"""햄감자볶음""



만들어 볼께요!",3인분,30분 이내,아무나
6844017,30510,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/03/5ed4640f1ab0a3d4c750718f42d79d291.jpg,jylhee070467,매콤한 가자미조림,2016-03-03,2016-03-09,가자미 중에 가장 맛이 뛰어난 참가자미를 가지고 가자미 조림을 만들어 보겠습니다. 그럼 보시죠.,2인분,90분 이내,초급
6844064,113350,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/04/e9f72cd1411408d3f229417a5c2d38781.jpg,blingbarbie,돼지고기 김치찜 황금레시피 랍니다^^,2016-03-04,2016-03-04,등갈비 김치찜,3인분,90분 이내,아무나
6844087,76816,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/04/30dfd1f90ee4b9ca33604f5c83f65e6f1.jpg,didalsdk87,[콩나물황태국] 해장에 딱! 콩나물 황태국 쉽게 끓이기 -양싸,,2016-03-05,"술드시면 해장으로 매운것 많이 찾으시죠?
그러다 속 다 버려요. (사실 저도 매운거 좋아함. 입천장이 매워서 아플정도의 매운맛도 좋아함. 고통스런 맛.)
하지만.. 이제 속도 생각합시다!!!
시원하고 개운한 콩나물 황태국 어때요?
해장할때 속도 챙겨주자구요!
어렵지않아요. 절대. 제가 정말 쉬운 방법으로
빨리 완성하는 콩나물 황태국 레시피 알려드릴게요.",4인분,10분 이내,아무나
6844127,86328,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/04/36082574fd37a0ce75079107d59ee2741.jpg,fly1733,달래 양념장,2016-03-05,2016-03-05,"봄이 다가오니 재래시장에 맛있는 나물들이 많이 들어왔네요. 오늘은 김이나 나물밥에 비벼먹는 맛있는 달래 양념장을 만들어볼께요~
완전 초간단 초스피드하게 슝~~^^",6인분 이상,5분 이내,아무나
6844136,86697,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/06/a7f5c4c0d2d1a9560c011fed287396131.jpg,didalsdk87,[고추장진미채볶음] 간단한 고추장진미채볶음 만들기 -양싸,,2016-03-06,"밥도둑 고추장진미채볶음 만들기
딱딱하지않고 부드럽고 쉽게 만들기",4인분,5분 이내,아무나
6844161,95328,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/06/71420df7423f08407ef667c4fdbafb311.jpg,min2575,매쉬드 포테이토,2016-03-06,2016-03-06,"샐러드로,, 또 메인요리의 사이드 메뉴로도 어울리는 감자샐러드, 매쉬드 포테이토 입니다~^ㅡ^",2인분,30분 이내,아무나
6844166,62022,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/06/6b1aed791457be4fe14ceda8dad5dce81.jpg,irish17,깻잎절임,,2016-03-06,"마트에서 한 봉지를 사면 항상 남는 깻잎.
깻잎절임으로 밑반찬 만들어요.",6인분 이상,15분 이내,아무나
6844208,82047,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/07/e8e6636563df149801fc0d0168d6fd411.jpg,jungmin2005,다이어트 할때는 닭가슴살 깻잎볶음 .,,2016-03-07,"다이어트를 반복적으로하는데 그때 닭가슴살요리를 
이것저것 해봅니다 . 지겨운 닭가슴살 새롭게~~^^",2인분,30분 이내,아무나
6844211,52980,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/07/76f6e980b8d2cf2892dbebbc36ff2a791.jpg,believe1011,[노오븐] 밥통 뉴욕치즈케이크♪,2016-03-07,2018-12-20,"커피숍에 가면 커피 한 잔과 함께 많이들 드시는 치즈케익,
맛있지만 비싼건 무시못하시죠?^^;;

집에서도 홈메이드로 간단하게 만들 수 있는 치즈케익!!
오븐 없어도 되는 노오븐 치즈케익!!
오로지 밥통만 있으면 있으면 되는 치즈케익!!!

간단해도 치즈케익의 맛은 그대로 담고 있는 
부드럽고 촉촉한 치즈케익, 만들어 볼까요^^",6인분 이상,2시간 이상,아무나
6844213,34070,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/07/607031712e099a044c1e2a26402b68e91.jpg,wifetable,새송이버섯 메추리알 장조림,,2016-03-07,푸짐하게 만들어두면 든든한 집반찬 ‘새송이버섯 메추리알 장조림’. 고기 대신 비타민C가 풍부한 새송이버섯을 활용해 영양을 더했답니다! 쫄깃한 버섯과 한 입에 쏙쏙 들어가는 메추리알의 매력~ 밥 한 그릇이 금방 비워질 거예요^^,4인분,60분 이내,초급
6844217,192162,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/07/23cf4f3b53ef40beaf9d496846df44a71.jpg,nmh2334,봄동겉절이 만드는법 - 밥비벼 먹어도 꿀맛,2016-03-07,2016-03-07,"요즘 어딜가나 쉽게 만날수 있는 반찬재료 봄동
이에요~

봄에는 역시 봄나물이나 푸르른 야채들이 입맛을
돋우죠~~

봄동겉절이도 자주 먹는 반찬인데요, 요거 은근
히 밥도둑 이랍니다",2인분,30분 이내,초급
6844227,64974,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/07/b95ff124fa2659ec11a0c72f03d654071.jpg,didalsdk87,[낙지볶음] 스트레스 날려버릴 매운 낙지볶음 만들기,,2016-03-07,"낙지볶음 좋아하세요?
매운거 먹음 스트레스 풀린다잖아요.
집에서 간단하게 만들어봐요!!
소면까지 삶아 비벼먹으면 더 맛있겠죠.^^",2인분,10분 이내,아무나
6844234,63471,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/09/f503eef6b6dea91f1258300f6113231f1.jpg,ssongmin2,국물닭볶음탕 황금레시피,2016-03-07,2016-03-10,오늘은 닭볶음탕 만들껀데요. 그냥 닭볶음탕 아니고 국물닭볶음탕 만들꺼에요. 국물을 넉넉하게 해서 떠먹기도 하고 밥도 비벼먹기도 하고. 그중 가장 좋은건 다 먹은후 국물에 밥볶아 먹기. 닭도리탕은 일본말로 알고 있어요 닭도리탕 대신 닭볶음탕 이란말을 사용해야 한다죠? 아무렇게나 불러도 맛있는 국물닭볶음탕 맛보장 황금레시피 바로 고고.,3인분,2시간 이상,중급
6844265,178522,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/08/0c94c1d0695c3dcdc01379cdb73c5d2f1.jpg,75126697,돼지갈비 양념 레시피,2016-03-08,2016-03-08,"저렴한 돼지갈비 찜용 부위를 구입해서 뼈에 붙어 있는 살을 칼로 얇게 저며, 돼지갈비 양념을 하시면 외식 부럽지 않은 그럴싸한 요리가 됩니다.",4인분,60분 이내,아무나
6844267,33744,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/08/5c1121b0595ca0be60d21a9b1ace596f1.jpg,dksmf2626,[고구마요리]짭쪼름달콤한~ 고구마조림 만들기,,2016-03-08,"고구마로 만드는 간단한 반찬을 소개할께요.



이름하여,



""고구마조림""",2인분,15분 이내,아무나
6844306,168579,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/08/9c3c4954e52ffc00c63da12d5534f6b71.jpg,rusolife,불고기전골 양념 만드는 법 손님초대요리,2016-03-08,2016-03-08,"이힛~~
기다리셨나유???
전라도언니 루비씨의 집밥 레시피!!!
지난주엔 컴터도 고장나고 이래저래 바빠서 많은 레시피를 올리지 못했능께
월요일 아침부터 소불고기전골 로다가 푸짐하니 시작해보것습니다요.
한개도 어렵지 않은께 따라해봅시닷!!",3인분,30분 이내,아무나
6844310,191448,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/08/96c1e36fa0d014d3920d03129bbd78f11.jpg,ssuii928,"떡꼬치 소스 만들기, 추억의 간식 어릴적 그 맛 그대로:)",2016-03-08,2019-01-14,"추억의 간식 떡꼬치 먹고싶어서 만들어봤어요 ㅎㅎ
정말 추억돋는 맛이랍니다^^ 
아이들 간식으로도 좋고아요 :)",2인분,10분 이내,아무나
6844323,30394,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/08/706aab8d354e776ac522aa8431ce7b161.jpg,ihomemeat,비프스튜(소고기스튜),2016-03-08,2016-03-10,"소고기 부채살스테이크 부위를 이용한 숙성부채살 스튜를 만들어 보려구요.
특수부위 부채살 자체로도 풍미가 좋은데 더욱 부드럽고 깊은맛을 느낄 수 있더라구요..
물론 몸에 좋은 야채도 잔뜩 넣어서 드시면 남녀노소 모두 느낄 수 있는 영양식이구요.
호텔에서 먹는 쉐프의 요리같은 느낌도 느껴 보실 수 있답니다.
단언컨대 만들어 드셔보시면 후회 안하실 거에요.",6인분 이상,120분 이내,초급
